"","site_code","site_type","site_name","region","ca_mpa_name_short","site_pair","mpa_status","mpa_type","latitude","longitude","mpa_type.1","year","month","month_num","day","bruv","species_code","common_name","genus","species","family","order","class","subclass","trophic_group","broad_trophic","targeted","geog","op_code","max_n","taxonomic_unit"
"1","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"August",8,20,1,"AAFF","topsmelt","Atherinops","affinis","Atherinidae","Atheriniformes","Actinopteri","Teleostei","planktivore","planktivore","Targeted",5,"DUCO_20Aug19_bruv1",28,1
"2","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"August",8,20,1,"ADAV","sargo","Anisotremus","davidsonii","Haemulidae","Eupercaria incertae sedis","Actinopteri","Teleostei","benthic macro-invertivore","carnivore","Nontargeted",5,"DUCO_20Aug19_bruv1",2,1
"3","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"August",8,20,1,"GNIG","opaleye","Girella","nigricans","Kyphosidae","Centrarchiformes","Actinopteri","Teleostei","herbivore","herbivore","Targeted",5,"DUCO_20Aug19_bruv1",1,1
"4","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"August",8,20,1,"KAZU","zebra perch","Kyphosus","azureus","Kyphosidae","Centrarchiformes","Actinopteri","Teleostei","herbivore","herbivore","Targeted",5,"DUCO_20Aug19_bruv1",17,1
"5","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"August",8,20,1,"SPUL","california sheephead","Semicossyphus","pulcher","Labridae","Eupercaria incertae sedis","Actinopteri","Teleostei","benthic macro-invertivore","carnivore","Targeted",5,"DUCO_20Aug19_bruv1",1,1
"6","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"August",8,20,1,"BRAY","bat ray","Myliobatis","californica","Myliobatidae","Myliobatiformes","Elasmobranchii","Neoselachii","benthic micro-invertivore","carnivore","Nontargeted",5,"DUCO_20Aug19_bruv1",1,1
"7","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"August",8,20,1,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"DUCO_20Aug19_bruv1",1,0
"8","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"August",8,20,1,"PCLA","kelp bass","Paralabrax","clathratus","Serranidae","Perciformes","Actinopteri","Teleostei","piscivore","piscivore","Targeted",5,"DUCO_20Aug19_bruv1",5,1
"9","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"August",8,20,1,"TSEM","leopard shark","Triakis","semifasciata","Triakidae","Carcharhiniformes","Elasmobranchii","Neoselachii","benthic macro-invertivore","carnivore","Targeted",5,"DUCO_20Aug19_bruv1",2,1
"10","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"August",8,20,3,"EJAC","black perch","Embiotoca","jacksoni","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Targeted",5,"DUCO_20Aug19_bruv3",9,1
"11","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"August",8,20,3,"ADAV","sargo","Anisotremus","davidsonii","Haemulidae","Eupercaria incertae sedis","Actinopteri","Teleostei","benthic macro-invertivore","carnivore","Nontargeted",5,"DUCO_20Aug19_bruv3",1,1
"12","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"August",8,20,3,"KAZU","zebra perch","Kyphosus","azureus","Kyphosidae","Centrarchiformes","Actinopteri","Teleostei","herbivore","herbivore","Targeted",5,"DUCO_20Aug19_bruv3",32,1
"13","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"August",8,20,3,"SPUL","california sheephead","Semicossyphus","pulcher","Labridae","Eupercaria incertae sedis","Actinopteri","Teleostei","benthic macro-invertivore","carnivore","Targeted",5,"DUCO_20Aug19_bruv3",1,1
"14","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"August",8,20,3,"BRAY","bat ray","Myliobatis","californica","Myliobatidae","Myliobatiformes","Elasmobranchii","Neoselachii","benthic micro-invertivore","carnivore","Nontargeted",5,"DUCO_20Aug19_bruv3",1,1
"15","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"August",8,20,3,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"DUCO_20Aug19_bruv3",1,0
"16","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"August",8,20,3,"PCLA","kelp bass","Paralabrax","clathratus","Serranidae","Perciformes","Actinopteri","Teleostei","piscivore","piscivore","Targeted",5,"DUCO_20Aug19_bruv3",2,1
"17","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"August",8,20,3,"TSEM","leopard shark","Triakis","semifasciata","Triakidae","Carcharhiniformes","Elasmobranchii","Neoselachii","benthic macro-invertivore","carnivore","Targeted",5,"DUCO_20Aug19_bruv3",1,1
"18","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"August",8,20,6,NA,"unknown silverside","Atherinops",NA,"Atherinidae","Atheriniformes","Actinopteri","Teleostei","planktivore","planktivore",NA,5,"DUCO_20Aug19_bruv6",54,1
"19","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"August",8,20,6,"EJAC","black perch","Embiotoca","jacksoni","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Targeted",5,"DUCO_20Aug19_bruv6",3,1
"20","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"August",8,20,6,"ADAV","sargo","Anisotremus","davidsonii","Haemulidae","Eupercaria incertae sedis","Actinopteri","Teleostei","benthic macro-invertivore","carnivore","Nontargeted",5,"DUCO_20Aug19_bruv6",1,1
"21","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"August",8,20,6,"GNIG","opaleye","Girella","nigricans","Kyphosidae","Centrarchiformes","Actinopteri","Teleostei","herbivore","herbivore","Targeted",5,"DUCO_20Aug19_bruv6",1,1
"22","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"August",8,20,6,"KAZU","zebra perch","Kyphosus","azureus","Kyphosidae","Centrarchiformes","Actinopteri","Teleostei","herbivore","herbivore","Targeted",5,"DUCO_20Aug19_bruv6",3,1
"23","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"August",8,20,6,"HSEM","rock wrasse","Halichoeres","semicinctus","Labridae","Eupercaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Nontargeted",5,"DUCO_20Aug19_bruv6",1,1
"24","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"August",8,20,6,"SPUL","california sheephead","Semicossyphus","pulcher","Labridae","Eupercaria incertae sedis","Actinopteri","Teleostei","benthic macro-invertivore","carnivore","Targeted",5,"DUCO_20Aug19_bruv6",3,1
"25","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"August",8,20,6,"PPRO","shovelnose guitarfish","Pseudobatos","productus","Rhinobatidae","Rhinopristiformes","Elasmobranchii","Neoselachii","benthic macro-invertivore","carnivore","Targeted",5,"DUCO_20Aug19_bruv6",1,1
"26","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"August",8,20,6,"PCLA","kelp bass","Paralabrax","clathratus","Serranidae","Perciformes","Actinopteri","Teleostei","piscivore","piscivore","Targeted",5,"DUCO_20Aug19_bruv6",6,1
"27","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"August",8,20,6,"TSEM","leopard shark","Triakis","semifasciata","Triakidae","Carcharhiniformes","Elasmobranchii","Neoselachii","benthic macro-invertivore","carnivore","Targeted",5,"DUCO_20Aug19_bruv6",2,1
"28","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"September",9,16,1,NA,"unknown silverside","Atherinops",NA,"Atherinidae","Atheriniformes","Actinopteri","Teleostei","planktivore","planktivore",NA,5,"DUCO_16Sep19_bruv1_data",10,1
"29","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"September",9,16,1,"HARG","walleye surfperch","Hyperprosopon","argenteum","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Targeted",5,"DUCO_16Sep19_bruv1_data",12,1
"30","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"September",9,16,1,"KAZU","zebra perch","Kyphosus","azureus","Kyphosidae","Centrarchiformes","Actinopteri","Teleostei","herbivore","herbivore","Targeted",5,"DUCO_16Sep19_bruv1_data",9,1
"31","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"September",9,16,1,"URON","yellowfin croaker","Umbrina","roncador","Sciaenidae","Eupercaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Targeted",5,"DUCO_16Sep19_bruv1_data",1,1
"32","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"September",9,16,1,"PCLA","kelp bass","Paralabrax","clathratus","Serranidae","Perciformes","Actinopteri","Teleostei","piscivore","piscivore","Targeted",5,"DUCO_16Sep19_bruv1_data",1,1
"33","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"September",9,16,1,"TSEM","leopard shark","Triakis","semifasciata","Triakidae","Carcharhiniformes","Elasmobranchii","Neoselachii","benthic macro-invertivore","carnivore","Targeted",5,"DUCO_16Sep19_bruv1_data",2,1
"34","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"September",9,16,2,NA,"unknown silverside","Atherinops",NA,"Atherinidae","Atheriniformes","Actinopteri","Teleostei","planktivore","planktivore",NA,5,"DUCO_16Sep19_bruv2",1,1
"35","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"September",9,16,2,"HARG","walleye surfperch","Hyperprosopon","argenteum","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Targeted",5,"DUCO_16Sep19_bruv2",72,1
"36","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"September",9,16,2,"ADAV","sargo","Anisotremus","davidsonii","Haemulidae","Eupercaria incertae sedis","Actinopteri","Teleostei","benthic macro-invertivore","carnivore","Nontargeted",5,"DUCO_16Sep19_bruv2",1,1
"37","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"September",9,16,2,"KAZU","zebra perch","Kyphosus","azureus","Kyphosidae","Centrarchiformes","Actinopteri","Teleostei","herbivore","herbivore","Targeted",5,"DUCO_16Sep19_bruv2",6,1
"38","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"September",9,16,2,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"DUCO_16Sep19_bruv2",1,0
"39","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"September",9,16,2,"PPRO","shovelnose guitarfish","Pseudobatos","productus","Rhinobatidae","Rhinopristiformes","Elasmobranchii","Neoselachii","benthic macro-invertivore","carnivore","Targeted",5,"DUCO_16Sep19_bruv2",1,1
"40","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"September",9,16,2,"MUND","california corbina","Menticirrhus","undulatus","Sciaenidae","Eupercaria incertae sedis","Actinopteri","Teleostei","benthic macro-invertivore","carnivore","Targeted",5,"DUCO_16Sep19_bruv2",3,1
"41","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"September",9,16,2,NA,"unknown croaker",NA,NA,"Sciaenidae","Eupercaria incertae sedis","Actinopteri","Teleostei","benthic macroinvertiore and piscivore",NA,NA,5,"DUCO_16Sep19_bruv2",2,0
"42","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"September",9,16,2,"URON","yellowfin croaker","Umbrina","roncador","Sciaenidae","Eupercaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Targeted",5,"DUCO_16Sep19_bruv2",2,1
"43","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"September",9,16,2,NA,"unknown bass","Paralabrax",NA,"Serranidae","Perciformes","Actinopteri","Teleostei","benthic macroinvertiore and piscivore",NA,NA,5,"DUCO_16Sep19_bruv2",1,1
"44","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"September",9,16,2,NA,"unknown smoothhound","Mustelus",NA,"Triakidae","Carcharhiniformes","Elasmobranchii","Neoselachii","benthic macroinvertiore and piscivore",NA,NA,5,"DUCO_16Sep19_bruv2",1,1
"45","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"September",9,16,2,"TSEM","leopard shark","Triakis","semifasciata","Triakidae","Carcharhiniformes","Elasmobranchii","Neoselachii","benthic macro-invertivore","carnivore","Targeted",5,"DUCO_16Sep19_bruv2",1,1
"46","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"September",9,16,2,"UHAL","round ray","Urobatis","halleri","Urotrygonidae","Myliobatiformes","Elasmobranchii","Neoselachii","benthic macro-invertivore","carnivore","Nontargeted",5,"DUCO_16Sep19_bruv2",1,1
"47","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"September",9,16,3,"ADAV","sargo","Anisotremus","davidsonii","Haemulidae","Eupercaria incertae sedis","Actinopteri","Teleostei","benthic macro-invertivore","carnivore","Nontargeted",5,"DUCO_16Sep19_bruv3",1,1
"48","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"September",9,16,3,"BRAY","bat ray","Myliobatis","californica","Myliobatidae","Myliobatiformes","Elasmobranchii","Neoselachii","benthic micro-invertivore","carnivore","Nontargeted",5,"DUCO_16Sep19_bruv3",1,1
"49","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"September",9,16,3,NA,"spiny lobster",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"DUCO_16Sep19_bruv3",1,1
"50","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"September",9,16,3,"URON","yellowfin croaker","Umbrina","roncador","Sciaenidae","Eupercaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Targeted",5,"DUCO_16Sep19_bruv3",5,1
"51","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"September",9,16,3,"PCLA","kelp bass","Paralabrax","clathratus","Serranidae","Perciformes","Actinopteri","Teleostei","piscivore","piscivore","Targeted",5,"DUCO_16Sep19_bruv3",1,1
"52","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"September",9,16,3,"TSEM","leopard shark","Triakis","semifasciata","Triakidae","Carcharhiniformes","Elasmobranchii","Neoselachii","benthic macro-invertivore","carnivore","Targeted",5,"DUCO_16Sep19_bruv3",1,1
"53","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"September",9,16,6,"HARG","walleye surfperch","Hyperprosopon","argenteum","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Targeted",5,"DUCO_16Sep19_bruv6",26,1
"54","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"September",9,16,6,"BRAY","bat ray","Myliobatis","californica","Myliobatidae","Myliobatiformes","Elasmobranchii","Neoselachii","benthic micro-invertivore","carnivore","Nontargeted",5,"DUCO_16Sep19_bruv6",1,1
"55","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"September",9,16,6,NA,"spiny lobster",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"DUCO_16Sep19_bruv6",1,1
"56","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"September",9,16,6,"URON","yellowfin croaker","Umbrina","roncador","Sciaenidae","Eupercaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Targeted",5,"DUCO_16Sep19_bruv6",1,1
"57","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"September",9,16,6,"PCLA","kelp bass","Paralabrax","clathratus","Serranidae","Perciformes","Actinopteri","Teleostei","piscivore","piscivore","Targeted",5,"DUCO_16Sep19_bruv6",2,1
"58","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"September",9,16,6,"TSEM","leopard shark","Triakis","semifasciata","Triakidae","Carcharhiniformes","Elasmobranchii","Neoselachii","benthic macro-invertivore","carnivore","Targeted",5,"DUCO_16Sep19_bruv6",2,1
"59","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"October",10,23,1,NA,"unknown silverside","Atherinops",NA,"Atherinidae","Atheriniformes","Actinopteri","Teleostei","planktivore","planktivore",NA,5,"DUCO_23Oct19_bruv1",129,1
"60","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"October",10,23,1,"RVAC","pile perch","Rhacochilus","vacca","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic macro-invertivore","carnivore","Targeted",5,"DUCO_23Oct19_bruv1",1,1
"61","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"October",10,23,1,"MCAL","halfmoon","Medialuna","californiensis","Kyphosidae","Centrarchiformes","Actinopteri","Teleostei","herbivore","herbivore","Targeted",5,"DUCO_23Oct19_bruv1",1,1
"62","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"October",10,23,1,"SPUL","california sheephead","Semicossyphus","pulcher","Labridae","Eupercaria incertae sedis","Actinopteri","Teleostei","benthic macro-invertivore","carnivore","Targeted",5,"DUCO_23Oct19_bruv1",1,1
"63","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"October",10,23,1,"BRAY","bat ray","Myliobatis","californica","Myliobatidae","Myliobatiformes","Elasmobranchii","Neoselachii","benthic micro-invertivore","carnivore","Nontargeted",5,"DUCO_23Oct19_bruv1",1,1
"64","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"October",10,23,1,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"DUCO_23Oct19_bruv1",2,0
"65","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"October",10,23,1,"CSTI","speckled sanddab","Citharichthys","stigmaeus","Paralichthyidae","Pleuronectiformes","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Nontargeted",5,"DUCO_23Oct19_bruv1",1,1
"66","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"October",10,23,1,"PTRI","thornback guitarfish","Platyrhinoidis","triseriata","Rhinobatidae","Rhinopristiformes","Elasmobranchii","Neoselachii",NA,NA,NA,5,"DUCO_23Oct19_bruv1",1,1
"67","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"October",10,23,1,"PCLA","kelp bass","Paralabrax","clathratus","Serranidae","Perciformes","Actinopteri","Teleostei","piscivore","piscivore","Targeted",5,"DUCO_23Oct19_bruv1",1,1
"68","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"October",10,23,4,"KAZU","zebra perch","Kyphosus","azureus","Kyphosidae","Centrarchiformes","Actinopteri","Teleostei","herbivore","herbivore","Targeted",5,"DUCO_23Oct19_bruv4",1,1
"69","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"October",10,23,4,"MCAL","halfmoon","Medialuna","californiensis","Kyphosidae","Centrarchiformes","Actinopteri","Teleostei","herbivore","herbivore","Targeted",5,"DUCO_23Oct19_bruv4",1,1
"70","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"October",10,23,4,"BRAY","bat ray","Myliobatis","californica","Myliobatidae","Myliobatiformes","Elasmobranchii","Neoselachii","benthic micro-invertivore","carnivore","Nontargeted",5,"DUCO_23Oct19_bruv4",2,1
"71","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"October",10,23,4,"PPRO","shovelnose guitarfish","Pseudobatos","productus","Rhinobatidae","Rhinopristiformes","Elasmobranchii","Neoselachii","benthic macro-invertivore","carnivore","Targeted",5,"DUCO_23Oct19_bruv4",1,1
"72","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"October",10,23,4,"URON","yellowfin croaker","Umbrina","roncador","Sciaenidae","Eupercaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Targeted",5,"DUCO_23Oct19_bruv4",1,1
"73","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"October",10,23,4,"PCLA","kelp bass","Paralabrax","clathratus","Serranidae","Perciformes","Actinopteri","Teleostei","piscivore","piscivore","Targeted",5,"DUCO_23Oct19_bruv4",2,1
"74","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"October",10,23,6,NA,"unknown silverside","Atherinops",NA,"Atherinidae","Atheriniformes","Actinopteri","Teleostei","planktivore","planktivore",NA,5,"DUCO_23Oct19_bruv6",14,1
"75","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"October",10,23,6,"ADAV","sargo","Anisotremus","davidsonii","Haemulidae","Eupercaria incertae sedis","Actinopteri","Teleostei","benthic macro-invertivore","carnivore","Nontargeted",5,"DUCO_23Oct19_bruv6",1,1
"76","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"October",10,23,6,"GNIG","opaleye","Girella","nigricans","Kyphosidae","Centrarchiformes","Actinopteri","Teleostei","herbivore","herbivore","Targeted",5,"DUCO_23Oct19_bruv6",2,1
"77","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"October",10,23,6,"MCAL","halfmoon","Medialuna","californiensis","Kyphosidae","Centrarchiformes","Actinopteri","Teleostei","herbivore","herbivore","Targeted",5,"DUCO_23Oct19_bruv6",1,1
"78","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"October",10,23,6,NA,"spiny lobster",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"DUCO_23Oct19_bruv6",2,1
"79","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"October",10,23,6,"PCLA","kelp bass","Paralabrax","clathratus","Serranidae","Perciformes","Actinopteri","Teleostei","piscivore","piscivore","Targeted",5,"DUCO_23Oct19_bruv6",2,1
"80","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2019,"October",10,23,6,"TSEM","leopard shark","Triakis","semifasciata","Triakidae","Carcharhiniformes","Elasmobranchii","Neoselachii","benthic macro-invertivore","carnivore","Targeted",5,"DUCO_23Oct19_bruv6",1,1
"81","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2020,"August",8,7,1,NA,"unknown silverside","Atherinops",NA,"Atherinidae","Atheriniformes","Actinopteri","Teleostei","planktivore","planktivore",NA,5,"DUCO_07Aug20_bruv1",1,1
"82","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2020,"August",8,7,1,"HARG","walleye surfperch","Hyperprosopon","argenteum","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Targeted",5,"DUCO_07Aug20_bruv1",3,1
"83","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2020,"August",8,7,1,"ANOB","white seabass","Atractoscion","nobilis","Sciaenidae","Eupercaria incertae sedis","Actinopteri","Teleostei","piscivore","piscivore","Targeted",5,"DUCO_07Aug20_bruv1",1,1
"84","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2020,"August",8,7,1,"TSEM","leopard shark","Triakis","semifasciata","Triakidae","Carcharhiniformes","Elasmobranchii","Neoselachii","benthic macro-invertivore","carnivore","Targeted",5,"DUCO_07Aug20_bruv1",2,1
"85","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2020,"August",8,7,3,"KAZU","zebra perch","Kyphosus","azureus","Kyphosidae","Centrarchiformes","Actinopteri","Teleostei","herbivore","herbivore","Targeted",5,"DUCO_07Aug20_bruv3",1,1
"86","Dume","MPA","Dume Cove","South","Point Dume SMR","K","MPA","SMR",34.006167,-118.801237,"SMR",2020,"August",8,7,3,"BRAY","bat ray","Myliobatis","californica","Myliobatidae","Myliobatiformes","Elasmobranchii","Neoselachii","benthic micro-invertivore","carnivore","Nontargeted",5,"DUCO_07Aug20_bruv3",1,1
