"","site_code","site_type","site_name","region","ca_mpa_name_short","site_pair","mpa_status","mpa_type","latitude","longitude","mpa_type.1","year","month","month_num","day","bruv","species_code","common_name","genus","species","family","order","class","subclass","trophic_group","broad_trophic","targeted","geog","op_code","max_n","taxonomic_unit"
"937","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"July",7,25,1,"TSEM","leopard shark","Triakis","semifasciata","Triakidae","Carcharhiniformes","Elasmobranchii","Neoselachii","benthic macro-invertivore","carnivore","Targeted",3,"SOCA_25Jul19_bruv1",3,1
"938","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"July",7,25,1,"UHAL","round ray","Urobatis","halleri","Urotrygonidae","Myliobatiformes","Elasmobranchii","Neoselachii","benthic macro-invertivore","carnivore","Nontargeted",3,"SOCA_25Jul19_bruv1",1,1
"939","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"July",7,25,3,"AARG","barred surfperch","Amphistichus","argenteus","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Targeted",3,"SOCA_25Jul19_bruv3",2,1
"940","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"July",7,25,3,"EJAC","black perch","Embiotoca","jacksoni","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Targeted",3,"SOCA_25Jul19_bruv3",2,1
"941","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"July",7,25,3,"BRAY","bat ray","Myliobatis","californica","Myliobatidae","Myliobatiformes","Elasmobranchii","Neoselachii","benthic micro-invertivore","carnivore","Nontargeted",3,"SOCA_25Jul19_bruv3",1,1
"942","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"July",7,25,3,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"SOCA_25Jul19_bruv3",1,0
"943","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"July",7,25,3,NA,"spiny lobster",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"SOCA_25Jul19_bruv3",1,1
"944","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"July",7,25,3,"PPRO","shovelnose guitarfish","Pseudobatos","productus","Rhinobatidae","Rhinopristiformes","Elasmobranchii","Neoselachii","benthic macro-invertivore","carnivore","Targeted",3,"SOCA_25Jul19_bruv3",1,1
"945","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"July",7,25,3,"PCLA","kelp bass","Paralabrax","clathratus","Serranidae","Perciformes","Actinopteri","Teleostei","piscivore","piscivore","Targeted",3,"SOCA_25Jul19_bruv3",1,1
"946","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"July",7,25,3,"TSEM","leopard shark","Triakis","semifasciata","Triakidae","Carcharhiniformes","Elasmobranchii","Neoselachii","benthic macro-invertivore","carnivore","Targeted",3,"SOCA_25Jul19_bruv3",2,1
"947","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"July",7,25,6,"AARG","barred surfperch","Amphistichus","argenteus","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Targeted",3,"SOCA_25Jul19_bruv6",1,1
"948","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"July",7,25,6,"EJAC","black perch","Embiotoca","jacksoni","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Targeted",3,"SOCA_25Jul19_bruv6",1,1
"949","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"July",7,25,6,"HCAR","rainbow seaperch","Hypsurus","caryi","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Targeted",3,"SOCA_25Jul19_bruv6",1,1
"950","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"July",7,25,6,"MMIN","dwarf perch","Micrometrus","minimus","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Nontargeted",3,"SOCA_25Jul19_bruv6",1,1
"951","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"July",7,25,6,"RTOX","rubberlip seaperch","Rhacochilus","toxotes","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic macro-invertivore","carnivore","Nontargeted",3,"SOCA_25Jul19_bruv6",1,1
"952","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"July",7,25,6,NA,"sheep crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"SOCA_25Jul19_bruv6",1,1
"953","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"July",7,25,6,"ADAV","sargo","Anisotremus","davidsonii","Haemulidae","Eupercaria incertae sedis","Actinopteri","Teleostei","benthic macro-invertivore","carnivore","Nontargeted",3,"SOCA_25Jul19_bruv6",1,1
"954","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"July",7,25,6,NA,"spiny lobster",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"SOCA_25Jul19_bruv6",1,1
"955","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"July",7,25,6,"PPRO","shovelnose guitarfish","Pseudobatos","productus","Rhinobatidae","Rhinopristiformes","Elasmobranchii","Neoselachii","benthic macro-invertivore","carnivore","Targeted",3,"SOCA_25Jul19_bruv6",1,1
"956","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"July",7,25,6,"PCLA","kelp bass","Paralabrax","clathratus","Serranidae","Perciformes","Actinopteri","Teleostei","piscivore","piscivore","Targeted",3,"SOCA_25Jul19_bruv6",1,1
"957","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"July",7,25,6,"TSEM","leopard shark","Triakis","semifasciata","Triakidae","Carcharhiniformes","Elasmobranchii","Neoselachii","benthic macro-invertivore","carnivore","Targeted",3,"SOCA_25Jul19_bruv6",2,1
"958","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,1,"AARG","barred surfperch","Amphistichus","argenteus","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Targeted",3,"SOCA_09Sep19_bruv1",1,1
"959","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,1,"EJAC","black perch","Embiotoca","jacksoni","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Targeted",3,"SOCA_09Sep19_bruv1",2,1
"960","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,1,"HARG","walleye surfperch","Hyperprosopon","argenteum","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Targeted",3,"SOCA_09Sep19_bruv1",1,1
"961","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,1,"MMIN","dwarf perch","Micrometrus","minimus","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Nontargeted",3,"SOCA_09Sep19_bruv1",1,1
"962","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,1,"EMBI","unknown surfperch",NA,NA,"Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore",NA,3,"SOCA_09Sep19_bruv1",1,1
"963","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,1,"BRAY","bat ray","Myliobatis","californica","Myliobatidae","Myliobatiformes","Elasmobranchii","Neoselachii","benthic micro-invertivore","carnivore","Nontargeted",3,"SOCA_09Sep19_bruv1",1,1
"964","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,1,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"SOCA_09Sep19_bruv1",1,0
"965","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,1,NA,"spiny lobster",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"SOCA_09Sep19_bruv1",1,1
"966","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,1,"PTRI","thornback guitarfish","Platyrhinoidis","triseriata","Rhinobatidae","Rhinopristiformes","Elasmobranchii","Neoselachii",NA,NA,NA,3,"SOCA_09Sep19_bruv1",2,1
"967","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,1,"PPRO","shovelnose guitarfish","Pseudobatos","productus","Rhinobatidae","Rhinopristiformes","Elasmobranchii","Neoselachii","benthic macro-invertivore","carnivore","Targeted",3,"SOCA_09Sep19_bruv1",1,1
"968","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,1,"PCLA","kelp bass","Paralabrax","clathratus","Serranidae","Perciformes","Actinopteri","Teleostei","piscivore","piscivore","Targeted",3,"SOCA_09Sep19_bruv1",1,1
"969","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,1,"TSEM","leopard shark","Triakis","semifasciata","Triakidae","Carcharhiniformes","Elasmobranchii","Neoselachii","benthic macro-invertivore","carnivore","Targeted",3,"SOCA_09Sep19_bruv1",7,1
"970","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,3,"AARG","barred surfperch","Amphistichus","argenteus","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Targeted",3,"SOCA_09Sep19_bruv3",3,1
"971","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,3,"EJAC","black perch","Embiotoca","jacksoni","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Targeted",3,"SOCA_09Sep19_bruv3",3,1
"972","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,3,"HARG","walleye surfperch","Hyperprosopon","argenteum","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Targeted",3,"SOCA_09Sep19_bruv3",2,1
"973","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,3,"MMIN","dwarf perch","Micrometrus","minimus","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Nontargeted",3,"SOCA_09Sep19_bruv3",1,1
"974","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,3,"EMBI","unknown surfperch",NA,NA,"Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore",NA,3,"SOCA_09Sep19_bruv3",1,0
"975","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,3,"ADAV","sargo","Anisotremus","davidsonii","Haemulidae","Eupercaria incertae sedis","Actinopteri","Teleostei","benthic macro-invertivore","carnivore","Nontargeted",3,"SOCA_09Sep19_bruv3",1,1
"976","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,3,"PPRO","shovelnose guitarfish","Pseudobatos","productus","Rhinobatidae","Rhinopristiformes","Elasmobranchii","Neoselachii","benthic macro-invertivore","carnivore","Targeted",3,"SOCA_09Sep19_bruv3",1,1
"977","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,3,"URON","yellowfin croaker","Umbrina","roncador","Sciaenidae","Eupercaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Targeted",3,"SOCA_09Sep19_bruv3",1,1
"978","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,3,"PCLA","kelp bass","Paralabrax","clathratus","Serranidae","Perciformes","Actinopteri","Teleostei","piscivore","piscivore","Targeted",3,"SOCA_09Sep19_bruv3",1,1
"979","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,3,"TSEM","leopard shark","Triakis","semifasciata","Triakidae","Carcharhiniformes","Elasmobranchii","Neoselachii","benthic macro-invertivore","carnivore","Targeted",3,"SOCA_09Sep19_bruv3",2,1
"980","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,3,"UHAL","round ray","Urobatis","halleri","Urotrygonidae","Myliobatiformes","Elasmobranchii","Neoselachii","benthic macro-invertivore","carnivore","Nontargeted",3,"SOCA_09Sep19_bruv3",1,1
"981","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,6,"AARG","barred surfperch","Amphistichus","argenteus","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Targeted",3,"SOCA_09Sep19_bruv6",2,1
"982","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,6,"MMIN","dwarf perch","Micrometrus","minimus","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Nontargeted",3,"SOCA_09Sep19_bruv6",1,1
"983","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,6,"EMBI","unknown surfperch",NA,NA,"Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore",NA,3,"SOCA_09Sep19_bruv6",1,0
"984","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,6,"ADAV","sargo","Anisotremus","davidsonii","Haemulidae","Eupercaria incertae sedis","Actinopteri","Teleostei","benthic macro-invertivore","carnivore","Nontargeted",3,"SOCA_09Sep19_bruv6",1,1
"985","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,6,"HSEM","rock wrasse","Halichoeres","semicinctus","Labridae","Eupercaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Nontargeted",3,"SOCA_09Sep19_bruv6",1,1
"986","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,6,"BRAY","bat ray","Myliobatis","californica","Myliobatidae","Myliobatiformes","Elasmobranchii","Neoselachii","benthic micro-invertivore","carnivore","Nontargeted",3,"SOCA_09Sep19_bruv6",2,1
"987","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,6,"PTRI","thornback guitarfish","Platyrhinoidis","triseriata","Rhinobatidae","Rhinopristiformes","Elasmobranchii","Neoselachii",NA,NA,NA,3,"SOCA_09Sep19_bruv6",1,1
"988","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,6,"PPRO","shovelnose guitarfish","Pseudobatos","productus","Rhinobatidae","Rhinopristiformes","Elasmobranchii","Neoselachii","benthic macro-invertivore","carnivore","Targeted",3,"SOCA_09Sep19_bruv6",2,1
"989","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,6,"CSAT","black croaker","Cheilotrema","saturnum","Sciaenidae","Eupercaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Targeted",3,"SOCA_09Sep19_bruv6",1,1
"990","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,6,NA,"unknown croaker",NA,NA,"Sciaenidae","Eupercaria incertae sedis","Actinopteri","Teleostei","benthic macroinvertiore and piscivore",NA,NA,3,"SOCA_09Sep19_bruv6",2,0
"991","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,6,"PCLA","kelp bass","Paralabrax","clathratus","Serranidae","Perciformes","Actinopteri","Teleostei","piscivore","piscivore","Targeted",3,"SOCA_09Sep19_bruv6",2,1
"992","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,6,"TSEM","leopard shark","Triakis","semifasciata","Triakidae","Carcharhiniformes","Elasmobranchii","Neoselachii","benthic macro-invertivore","carnivore","Targeted",3,"SOCA_09Sep19_bruv6",4,1
"993","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"September",9,9,6,"UHAL","round ray","Urobatis","halleri","Urotrygonidae","Myliobatiformes","Elasmobranchii","Neoselachii","benthic macro-invertivore","carnivore","Nontargeted",3,"SOCA_09Sep19_bruv6",1,1
"994","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"October",10,3,1,"HARG","walleye surfperch","Hyperprosopon","argenteum","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Targeted",3,"SOCA_03Oct19_bruv1",1,1
"995","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"October",10,3,1,"MMIN","dwarf perch","Micrometrus","minimus","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Nontargeted",3,"SOCA_03Oct19_bruv1",3,1
"996","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"October",10,3,1,"EMBI","unknown surfperch",NA,NA,"Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore",NA,3,"SOCA_03Oct19_bruv1",1,0
"997","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"October",10,3,1,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"SOCA_03Oct19_bruv1",1,0
"998","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"October",10,3,1,NA,"spiny lobster",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"SOCA_03Oct19_bruv1",1,1
"999","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"October",10,3,1,"PPRO","shovelnose guitarfish","Pseudobatos","productus","Rhinobatidae","Rhinopristiformes","Elasmobranchii","Neoselachii","benthic macro-invertivore","carnivore","Targeted",3,"SOCA_03Oct19_bruv1",2,1
"1000","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"October",10,3,1,"PCLA","kelp bass","Paralabrax","clathratus","Serranidae","Perciformes","Actinopteri","Teleostei","piscivore","piscivore","Targeted",3,"SOCA_03Oct19_bruv1",1,1
"1001","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"October",10,3,1,"TSEM","leopard shark","Triakis","semifasciata","Triakidae","Carcharhiniformes","Elasmobranchii","Neoselachii","benthic macro-invertivore","carnivore","Targeted",3,"SOCA_03Oct19_bruv1",3,1
"1002","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"October",10,3,3,NA,"unknown silverside","Atherinops",NA,"Atherinidae","Atheriniformes","Actinopteri","Teleostei","planktivore","planktivore",NA,3,"SOCA_03Oct19_bruv3",1,1
"1003","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"October",10,3,3,"EMBI","unknown surfperch",NA,NA,"Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore",NA,3,"SOCA_03Oct19_bruv3",1,1
"1004","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"October",10,3,3,"PCLA","kelp bass","Paralabrax","clathratus","Serranidae","Perciformes","Actinopteri","Teleostei","piscivore","piscivore","Targeted",3,"SOCA_03Oct19_bruv3",3,1
"1005","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"October",10,3,3,NA,"unknown bass","Paralabrax",NA,"Serranidae","Perciformes","Actinopteri","Teleostei","benthic macroinvertiore and piscivore",NA,NA,3,"SOCA_03Oct19_bruv3",1,0
"1006","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"October",10,3,3,"PNEB","barred sand bass","Paralabrax","nebulifer","Serranidae","Perciformes","Actinopteri","Teleostei","benthic macro-invertivore","carnivore","Targeted",3,"SOCA_03Oct19_bruv3",1,1
"1007","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"October",10,3,3,"TSEM","leopard shark","Triakis","semifasciata","Triakidae","Carcharhiniformes","Elasmobranchii","Neoselachii","benthic macro-invertivore","carnivore","Targeted",3,"SOCA_03Oct19_bruv3",1,1
"1008","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"October",10,3,6,NA,"unknown silverside","Atherinops",NA,"Atherinidae","Atheriniformes","Actinopteri","Teleostei","planktivore","planktivore",NA,3,"SOCA_03Oct19_bruv6",40,1
"1009","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"October",10,3,6,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"SOCA_03Oct19_bruv6",1,0
"1010","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"October",10,3,6,"PTRI","thornback guitarfish","Platyrhinoidis","triseriata","Rhinobatidae","Rhinopristiformes","Elasmobranchii","Neoselachii",NA,NA,NA,3,"SOCA_03Oct19_bruv6",1,1
"1011","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2019,"October",10,3,6,"TSEM","leopard shark","Triakis","semifasciata","Triakidae","Carcharhiniformes","Elasmobranchii","Neoselachii","benthic macro-invertivore","carnivore","Targeted",3,"SOCA_03Oct19_bruv6",1,1
"1012","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2020,"July",7,9,1,"AARG","barred surfperch","Amphistichus","argenteus","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Targeted",3,"SOCA_09Jul20_bruv1",1,1
"1013","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2020,"July",7,9,1,"MMIN","dwarf perch","Micrometrus","minimus","Embiotocidae","Ovalentaria incertae sedis","Actinopteri","Teleostei","benthic micro-invertivore","carnivore","Nontargeted",3,"SOCA_09Jul20_bruv1",1,1
"1014","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2020,"July",7,9,1,"BRAY","bat ray","Myliobatis","californica","Myliobatidae","Myliobatiformes","Elasmobranchii","Neoselachii","benthic micro-invertivore","carnivore","Nontargeted",3,"SOCA_09Jul20_bruv1",1,1
"1015","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2020,"July",7,9,1,NA,"spiny lobster",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"SOCA_09Jul20_bruv1",1,1
"1016","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2020,"July",7,9,1,"PTRI","thornback guitarfish","Platyrhinoidis","triseriata","Rhinobatidae","Rhinopristiformes","Elasmobranchii","Neoselachii",NA,NA,NA,3,"SOCA_09Jul20_bruv1",1,1
"1017","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2020,"July",7,9,1,"PPRO","shovelnose guitarfish","Pseudobatos","productus","Rhinobatidae","Rhinopristiformes","Elasmobranchii","Neoselachii","benthic macro-invertivore","carnivore","Targeted",3,"SOCA_09Jul20_bruv1",1,1
"1018","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2020,"July",7,9,1,"MUCA","gray smoothhound","Mustelus","californicus","Triakidae","Carcharhiniformes","Elasmobranchii","Neoselachii",NA,NA,NA,3,"SOCA_09Jul20_bruv1",1,1
"1019","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2020,"July",7,9,1,"TSEM","leopard shark","Triakis","semifasciata","Triakidae","Carcharhiniformes","Elasmobranchii","Neoselachii","benthic macro-invertivore","carnivore","Targeted",3,"SOCA_09Jul20_bruv1",3,1
"1020","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2020,"July",7,9,1,"UHAL","round ray","Urobatis","halleri","Urotrygonidae","Myliobatiformes","Elasmobranchii","Neoselachii","benthic macro-invertivore","carnivore","Nontargeted",3,"SOCA_09Jul20_bruv1",1,1
"1021","SouC","MPA","South Campus","South","Campus Point SMCA","J","MPA","SMCA",34.405367,-119.845883,"SMCA",2020,"July",7,9,3,NA,"unknown rock crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"SOCA_09Jul20_bruv3",1,1
